SMILES,dockscore
Cc1ccc(CCN2CCC(CS(C)(=O)=O)CC2)cc1,-28.35
Cc1noc(C)c1C(C)(C)C(=O)N1C[C@@H](C)[C@H](C(N)=O)C1,-31.64
CCn1cc(C(=O)N2CCC[C@@](C)(OC)C2)cn1,-40.27
CC(C)c1nnnn1CC(=O)N[C@H](Cc1ccccc1)C(F)(F)F,-36.93
Cc1ccc(C(=O)NC[C@@H]2CC[C@@H](C(N)=O)O2)nc1C,-27.46
CS[C@@H](C)CCC(=O)NCc1cn2cc(C)ccc2n1,-33.99
C[C@@H](c1ccco1)N(C)C(=O)NCC[C@@H]1CCNC1,-20.31
CCO[C@@H]1C[C@@](N)(C(=O)N[C@H](C)C2CC2)C1(C)C,-15.8
Cc1cnn([C@@H]2CCCN(C(=O)NC[C@@H]3CCCCC3(F)F)C2)c1,-29.57
C[C@@H]1Oc2ccccc2N(CC(=O)NCC2CC(F)(F)C2)C1=O,-28.11
COC(=O)CC1(NC(=O)[C@H](OC)c2cnn(C)c2)CCC1,-22.6
CN(C(=O)Cc1nsc2ccccc21)[C@@H]1COC[C@H]1O,-33.14
CCc1cc(N2CCC[C@@H](NC(=O)CCOCC(F)F)C2)ncn1,-34.34
CCCN1CCCN(C(=O)NCCN2CCOCC2(C)C)CC1=O,-21.91
O[C@H](COc1ccccc1Cl)CN1CC[C@@H](O)C1,-18.8
CC[C@](C)(NCC(=O)N[C@@H](C)c1ccccc1)C(N)=O,-18.2
CC(C)OC(=O)[C@H](C)N(C)Cc1csc(-c2ncccn2)n1,-35.66
C#CCNC(=O)CN1CCN(Cc2ccc(C(F)(F)F)cn2)CC1,-26.94
CNC(=O)c1ccc(S(=O)(=O)N2[C@@H](C)C[C@@H]2C)cc1,-42.92
CC[C@H](C)[C@H](NC(=O)N[C@@H]1CC12CCOCC2)C(F)(F)F,-17.75
Cc1nn(C)c(C)c1NC(=O)N[C@@H](C)c1cccc(C)c1,-31.56
O=C([C@@H]1CSc2ccccc21)N1CCC[C@H](n2ccnn2)C1,-34.47
CNC[C@@H]1CCCN(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)C1,-45.3
Cc1noc(C)c1C[C@H](C)NC(=O)N[C@@H]1CCc2c1cccc2F,-31.73
C[C@H]1CN(C[C@@H]2CCOc3ccccc32)CC(=O)N1C,-45.82
CC(=O)N[C@@H]1CCN(C(=O)NCCOc2ccccc2F)C1,-46.15
Cc1nnc(C(=O)N2CCC(Oc3cncc(Cl)n3)CC2)s1,-40.37
CC(C)c1ncsc1C(=O)N1CCC(CO)(c2ccccc2)CC1,-32.25
Cc1ncc(N=C(O)[C@@H]2OC[C@@H]3COCC[C@@H]23)s1,-32.36
CN(Cc1ccccc1)C(=O)CNC(=O)NC[C@@]1(O)CCOC1,-39.92
C[C@@H]1CNCC[C@@H]1NC(=O)c1ccc2c(c1)OCC(=O)N2,-24.61
C[C@@H](O)CN(C(=O)C(=O)Nc1cccc(OCCF)c1)[C@H](C)CO,-43.31
CCc1nc([C@H](C)NC(=O)NCCN(C)CC(F)(F)F)n[nH]1,-41.97
Cc1nnc2n1CCN(C(=O)Nc1cc(F)ccc1OC(F)F)C2,-30.07
CC1(C)CC[C@@H](NC(=O)Nc2cccc(OCC(N)=O)c2)C1,-27.25
C[C@H]1CN(C(=O)Nc2cnn(-c3ncccc3C#N)c2)C[C@H]1N(C)C,-41.13
COC(=O)Nc1cccc(CNC(=O)N2C[C@@H]3[C@H](C2)OCCN3C)c1,-43.29
CC(C)(C)c1nnc2ccc(N[C@@H]3C[C@H]4CC[C@@H]3O4)nn21,-36.33
CC(C)NC(=O)CCC(=O)Nc1nnc(C(C)C)s1,-39.32
CCCNC(=O)CCNC(=O)Nc1ccccc1-n1nc(C)nc1C,-29.93
C[C@]1(CNC(=O)[C@H]2Cc3cccc(F)c3O2)CCCC[C@H]1O,-34.44
CCC(=O)N[C@H]1CCCN(C(=O)NCC[C@@H](C)c2ccccc2)C1,-26.82
CC(C)N(CCC#N)C(=O)/C=C/C(=O)Nc1ccc2n[nH]cc2c1,-28.63
COc1cc(NCc2cc(-c3ccccc3)no2)ncn1,-39.02
Cc1cccc(OC(F)F)c1NC(=O)NC[C@@H]1CCN(C)C(=O)C1,-26.37
CCC[C@H](CNC(=O)Nc1nnc2ccccn21)C(=O)OCC,-35.59
C[C@@H]1CC[C@H](N[C@H](C(N)=O)c2cccc(Br)c2)[C@@H](C)C1,-14.63
CO[C@@H](c1ccc(F)cc1)[C@@H](C)NC(=O)c1cc(C)nc(O)n1,-35.02
C[C@@H](NC(=O)N1C[C@@H](CO)OC(C)(C)C1)c1c(F)cncc1F,-19.42
CC(C)Oc1ccc(NC(=O)N(CC(F)F)C[C@H](C)O)c(F)c1,-34.13
O=C1OCCN1CCCNc1nccnc1OC(F)F,-41.14
C[C@H](CS(C)(=O)=O)NC(=O)N1CCC[C@H](N2CCCCC2)C1,-25.23
O=C(NCCOc1ncc(Cl)cc1Cl)[C@H]1CCC(=O)NC1,-28.75
CCCN1CC[C@@H](CN[C@@H](CC)[C@@H]2CCOC2)C1,-11.21
C[C@@H]1CC[C@H](CNC(=O)CCc2ccccc2C(N)=O)O1,-25.56
COC1CCC(CCNC(=O)C(C)(C)NS(C)(=O)=O)CC1,-32.12
CCO[C@@H]1C[C@H](N2C(=O)[C@@H]3COCCN3C2=O)C1(CC)CC,-28.47
COc1ccc(OC2CCN([C@@H]3CCN(C(C)(C)C)C3=O)CC2)cc1,-27.93
Cc1cc(C(=O)N(C)[C@H]2CCN(C)[C@H](C)C2)ccc1-n1cccn1,-32.21
CCOc1ccccc1[C@H](C)NC(=O)[C@H]1CC[C@H](C(=O)O)CC1,-54.85
O[C@H](CN1CCC[C@H]1CN1CCOCC1)c1ccc(F)cc1,-16.29
COC(=O)Cn1cc(S(=O)(=O)N2CC[C@@]3(CCN(C)C3)C2)cn1,-30.2
CC(=O)CN(CC(C)C)C(=O)C/C=C/c1ccccc1F,-24.58
CS(=O)(=O)NCCC(=O)N1CCCC[C@H]1c1cc[nH]n1,-39.0
Cc1cccc(NC(=O)CN(C)CCCN(C)Cc2ccco2)c1,-19.7
COCCCN(C)CCNC(=O)c1ccccc1Oc1ccncc1,-21.32
C[C@H]1CN(C(=O)C(=O)N[C@H]2CC[C@@H](C)[C@H](C)C2)C[C@@H]1CO,-46.77
C[C@@H](Nc1cnn(CC(=O)N(C)C)c1)C(=O)NCc1ccccc1F,-33.45
COC[C@H](NC(=O)[C@@H]1CC(=O)N(C)[C@H]1c1ccccc1)[C@@H]1CCCO1,-26.65
C[C@@H]1CN(C(=O)NC[C@]2(C)CCCc3ccccc32)C[C@@H]1N,-22.32
Cc1nn(C)c(C)c1OCC(=O)N[C@H](Cc1ccccc1)C(=O)O,-58.26
CC(C)CN1CC[C@@H](CNC(=O)c2ccc(N(C)C)nc2)C1,-30.6
CN(CC(N)=O)C(=O)Cn1ccc2ccc(Cl)cc21,-27.27
C=CCCCN(C)C(=O)C(=O)N1CCC[C@H](c2nc(C)c(C)s2)C1,-41.81
Cn1cc(CCCNS(=O)(=O)c2ccc(F)c(C#N)c2)cn1,-35.45
COC(=O)C1(CNC(=O)C(=O)c2cnn(C(C)(C)C)c2)CC1,-44.37
Cc1ncc(N=C(O)CSC[C@@H]2CCCCO2)s1,-39.49
CCCCCN(CC(N)=O)S(=O)(=O)Cc1c(C)cccc1C,-31.15
COC(=O)Cc1ccc(NC(=O)[C@H]2CCO[C@@H]2C)cc1,-31.39
CC[C@H](C)[C@@H](NC(=O)[C@@H]1CCCN(C(N)=O)C1)C(F)(F)F,-28.27
N#Cc1ccc(CC(=O)NC[C@@H]2Cc3ccccc3O2)cc1,-37.32
NCCCCNC(=O)Nc1cc(F)cc([N+](=O)[O-])c1,-27.97
CO[C@@H]1CCOc2c(NC(=O)[C@H]3[C@@H](C)[C@@H](C)O[C@H]3C)cccc21,-25.05
COc1ccc(CN(C)C(=O)C(=O)N2CCO[C@@H](CN(C)C)C2)cc1,-23.45
CO[C@@H](C)[C@H](C)NC(=O)N(CC1CC1)CC1CC1,-24.25
C[C@H](c1nnnn1C)N1CCOc2c(Br)cccc2C1,-39.3
COC(=O)N1CCC[C@H]([C@H](C)NC(=O)Nc2cncc(OC)n2)C1,-36.63
Cc1c(C(=O)/N=c2\ccccn2Cc2ccccc2)nnn1C(C)C,-46.12
CC(=O)NCc1ccc(C(=O)NC[C@@H](CCO)CC(C)C)cc1,-26.28
CC[C@@H](NCC(=O)NCC(F)(F)F)c1ccc(Cl)s1,-29.42
COc1ccc(S[C@H](C)C(=O)N[C@@H](CCO)c2ccccc2)cc1,-27.83
C[C@@H](NC(=O)C(=O)NCC(C)(C)N1CCCCC1)c1ccccc1,-18.92
C[C@H](c1ccccc1)N1CC[C@H](NCc2cccc(C#N)c2)C1,-18.23
CC1(C)COC[C@@H]1NC(=O)N1CCO[C@H](C2CCCCC2)C1,-25.93
CC(C)N1CC[C@@H](NC(=O)C(=O)N2CCc3c2cccc3Cl)C1=O,-29.08
CCCCc1nc(CN2C[C@H](C(N)=O)CC[C@H]2C(F)(F)F)cs1,-24.63
CCCCOCCNCc1cc2ccc(F)cc2[nH]1,-23.03
CCCC[S@@](=O)[C@H](C)C(=O)NCC(F)(F)F,-25.76
CO[C@@H](CC(C)C)C(=O)N[C@H](C)Cc1cn(C)c2ccc(F)cc12,-26.56
CC[C@H](CSC)NC(=O)c1ccc2c(c1)CCCCC2=O,-34.68
CC(=O)NCCNC(=O)CCC(=O)NC1C[C@H](C)C[C@H](C)C1,-24.84
O=C1N[C@@H](Cc2ccccn2)C(=O)N1c1cccc(-c2ccccc2)c1,-39.55
CC(=O)NCC(=O)N1CCN(c2cnccn2)CC1,-34.8
Cc1cnc([C@@H](C)CNC(=O)N2C[C@@H](F)C[C@H]2CO)s1,-34.38
CCN(C)C[C@H]1CCN(c2nc3ccccc3n2C)C1,-20.36
C[C@@H]1CC(F)(F)CCN1C(=O)[C@@H]1CCCN1C1CCCC1,-15.07
Cc1c2ccccc2oc(=O)c1C(=O)N1CCN[C@@H](C)C1,-25.9
C[C@H](Nc1ccc(C(F)(F)F)cc1)c1ccc(O)nn1,-27.26
Cn1cc(NC(=O)Nc2cccnc2-c2cnn(C)c2)cn1,-39.79
COC(=O)[C@@H](Cc1ccccc1)[C@@H](C)NC(=O)c1cc(Cl)cn1C,-31.65
O=C(Nc1cccnc1Cl)N1CCO[C@H](Cn2cccn2)C1,-37.64
CN1C(=O)Cc2cc(NC(=O)c3cc(Cl)cc([N+](=O)[O-])c3)ccc21,-32.62
C[C@@H]1CCN(C(=O)C(=O)N[C@H]2CCc3c2cccc3O)C[C@H]1C,-28.66
COc1c(O)cccc1CN1CCO[C@@]2(CCCOC2)C1,-29.17
C[C@@H](CC1CCCCC1)NC(=O)C(=O)NC[C@@H]1CC[C@@H](C)C1,-38.36
CCOC(=O)c1csc(CN2CCCC[C@H]2c2cnn(C)c2)n1,-35.12
CCS(=O)(=O)c1ccccc1C(=O)N1C[C@@H](C)[C@H](N(C)C)C1,-20.12
CC(C)OC(=O)c1ccn(CC(=O)c2cccc(Cl)c2)c(=O)c1,-43.88
O=C(O)[C@H]1CSCCN1CCOc1ccc2ccccc2c1,-68.78
C[C@@H](F)CCNC(=O)N1CC[C@H](c2c(F)cccc2F)C1,-27.21
CC(C)(C)Oc1ccc(NC(=O)C(=O)N[C@@H]2CCC[C@]2(C)CO)cc1,-32.66
O=C(N[C@H]1CCC(=O)N[C@@H]1C1CC1)N1CCC(n2ccnc2)CC1,-38.95
CCN(Cc1ccncc1)C(=O)N[C@H](COC)c1ccccc1,-37.47
COC[C@H](NC(=O)[C@H]1CCNCC1(F)F)C(C)C,-18.47
C[C@@H]1c2ccccc2O[C@@H]1CNC(=O)N(C)CC1(CO)CC1,-30.65
CC[C@H]1CCCC[C@H]1N(C)CC(=O)N1CCOCC1,-13.25
Cc1nnc(CCNC(=O)C2(c3cc(F)cc(F)c3)CCCC2)n1C,-42.2
CCNC(=O)[C@@H](C)NC(=O)C(=O)c1ccc(C)cc1,-31.01
CCN1CC[C@H](NC(=O)[C@H]2CCc3cccc(OC)c32)C1,-21.17
Cc1ccc2c(c1)CC[C@H]2NC(=O)N[C@@H](C)C1(S(C)(=O)=O)CC1,-26.64
C[C@H](CN1C[C@H](C)C[C@H](C)C1)NC(=O)[C@@H](C)N1CCOCC1,-14.44
Cc1sc(NC(=O)CN2CC3CCC2CC3)c(C#N)c1C,-30.02
CCOCc1ccc(NC(=O)[C@]2(O)CCCN(C(C)=O)C2)cc1,-28.83
CSc1ncc(C(=O)N[C@@H](CO)CC(C)C)n1-c1ccccc1,-30.52
CCSc1ccc([N+](=O)[O-])cc1C(=O)NC[C@@H]1CC[C@H](CO)O1,-40.55
COC(=O)[C@@H]1CCCC[C@@]1(C)NC(=O)c1cc2ccccc2c(=O)o1,-27.11
C[C@@H](NC(=O)NCc1ccc(C[S@](C)=O)cc1)C(C)(F)F,-43.0
Cc1cccc([C@H]2CCN(C(=O)/C=C/C3CC3)C2)c1,-30.81
Cn1cc(-c2ccc(C(=O)N3CC[C@](F)(c4ccccc4)C3)o2)cn1,-38.43
CCc1nnc(CN(CC)[C@H](C)c2ccc(C#N)cc2)n1C,-40.28
Cc1nnc(Nc2ccc3c(c2)n(C)c(=O)n3C)nc1C,-34.97
CC1(C)CCCN(C(=O)c2cc(-c3ccccc3)no2)[C@H]1C#N,-36.21
CC(=O)N(C)c1cccc(NC(=O)NOCC(C)(C)O)c1,-40.16
Cc1occc1CN[C@H]1CCN(C(=O)OC(C)(C)C)C[C@@H]1C,-12.83
COC(C)(C)C[C@@H](C)NC(=O)Nc1ccnc(OCC(F)(F)F)c1,-31.14
Cc1ccc2oc(C(=O)NCCc3nccs3)cc2n1,-32.5
O=C(c1csc(Cl)c1)N1CCC(C(=O)N2CCOCC2)CC1,-41.0
CO[C@@H](CNC(=O)NC(C)(C)c1cn(-c2ccccc2)nn1)C(C)C,-47.2
CC(C)c1ncc(Cl)c(C(=O)N[C@@H](C(C)C)[C@H](CO)C(C)C)n1,-24.76
CCCNCCNCc1cn(Cc2ccccc2)nc1-c1cccnc1,-25.85
Cc1ccccc1-n1nccc1NC(=O)[C@@H]1CCS(=O)(=O)C1,-32.68
CSc1ccccc1C(=O)N1CC[C@H]2CNC[C@@H]2C1,-21.9
COc1ccc(CN2CCC[C@@H]2c2cc(C)on2)c(OC)c1OC,-37.74
C[C@@H](CC(C)(C)c1ccccc1)NC(=O)C(=O)Nc1cn(C)nn1,-37.17
C[C@H]1CCC[C@H](CNC(=O)NOCc2cccnc2)C1,-32.18
O=C(N[C@@H]1CCC[C@H]2OCC[C@H]21)C(=O)N(Cc1cccs1)C1CC1,-35.9
C[C@@H]1C[C@@]1(C#N)C(=O)NCC(C)(C)c1ccccc1Cl,-37.13
C[C@H]1C[C@@H](C(=O)N(C)C)CCN1C(=O)OC(C)(C)C,-35.98
C[S@](=O)C[C@@H](NC1CC(OC(C)(C)C)C1)c1ccccc1,-12.58
Cc1cc(N(C)C)ccc1NC(=O)N1CC[C@H](N)[C@@H]1C,-27.8
CCN1CC[C@H]2OCCN(C(=O)CCc3cncn3C)[C@H]2C1,-25.42
CC[C@H](C)[C@H](OC)C(=O)NC[C@@H]1CCC2(CCCCC2)O1,-25.35
CCOCCCN1CC[C@H](NC(=O)NCC2=CCNCC2)[C@@H](C)C1,-9.77
CN1CCC[C@@H](NC(=O)c2cc(OC(F)F)ccc2F)C1,-27.42
O=C(N=c1nc2n([nH]1)CCCC2)NC[C@H]1CCCS1,-44.92
CCS(=O)(=O)C[C@H](C)N[C@@H]1CCCC[C@H]1Cc1ccccc1,-20.73
CCC(=O)CNC(=O)CCc1ccc(OC)c(OC)c1,-25.82
Cc1nn(C)c(NC(=O)C(=O)N(CCO)[C@H]2CCO[C@H]2C)c1C,-43.79
CCOc1ccccc1C(=O)OCC(=O)Nc1c(C)cccc1C,-33.76
CCO[C@H]1C[C@H](O)C12CCN(Cc1nc(C(C)(C)N)no1)CC2,-30.43
CCCC[C@H](COC)NC(=O)NC(C)(C)c1ccc([N+](=O)[O-])cc1,-26.83
CCc1noc([C@@H](C)N2CCO[C@H](c3ccco3)C2)n1,-31.38
O=C(NCc1nnc2n1CCCCC2)N[C@H]1CCc2ccccc21,-45.06
Cn1cc(CCC(=O)N2CCO[C@H](c3ncon3)C2)c2ccccc21,-32.49
CS[C@@H](CO)[C@@H](C)NS(=O)(=O)Cc1ccccc1,-29.34
CN(C)[C@@H]1CC[C@@H](NC(=O)CCn2cc(S(N)(=O)=O)cn2)C1,-38.95
c1ccc(N2CC[C@H](N[C@@H]3CCCc4ccccc43)C2)nc1,-19.87
COC(C)(C)CNC(=O)[C@H]1CCCc2sccc21,-25.95
CN(C[C@@H]1CCc2nccn2C1)C(=O)[C@@H]1CCCN1C(=O)C1CC1,-34.13
C[C@]1(F)CCN(C(=O)c2cc(O)ccc2Cl)C1,-29.57
O=S(=O)(N[C@@H]1CCCC12CCOCC2)c1cccs1,-44.84
COCCC1(CNS(=O)(=O)c2cncc(OC)c2)CCC1,-35.7
Cc1ccoc1CNC(=O)[C@@H]1C[C@H]2CCCC[C@H]2N1c1ncccn1,-35.32
CCOC(=O)[C@@H]1NCC[C@H]1NC[C@H](O)CN1CCC(C)CC1,-21.27
CC(C)n1ncc2c1[C@H](NC(=O)NC[C@@H](C)CCO)CCC2,-32.59
CCc1noc(NC(=O)NCCN2C(=O)Cc3ccccc32)n1,-40.71
Cc1nccc(NC(=O)NC[C@@H]2CCOC[C@@H]2C)n1,-29.06
CC(C)NC(=O)CCCC(=O)N1CCCC[C@@H]1C[C@@H](C)O,-29.63
N#CCC(=O)[C@H]1CCCN(c2cc(F)cc(F)c2)C1=O,-35.39
COc1ccc2c(c1)[C@@H](NC(=O)C(=O)c1cnn(C)c1)CCO2,-43.13
CCNC(=O)[C@H](NC(=O)c1cc(C(N)=O)cn1C)C(C)C,-35.59
O=C(CCOc1ccccc1)NCc1nccc(C(F)(F)F)n1,-35.74
CCC(=O)N1CC[C@H](NC(=O)NC[C@@]2(O)CCc3ccccc32)C1,-35.69
COC(=O)[C@H](CNC(=O)CCC(=O)c1ccc(F)cc1)CC1CC1,-31.44
Cc1nc(CN2CCCN(C(=O)[C@H]3CCC(F)(F)C3)CC2)oc1C,-36.78
Cc1cccc2[nH]cc(CC(=O)N3C[C@]4(CCCO4)[C@@H]3C3CC3)c21,-30.3
CC(=O)N1CC[C@@H](CN(C)C(=O)C(CC(C)C)CC(C)C)C1,-18.94
CN1CC[C@@H](C(=O)NCc2ccc(Cn3cccn3)cc2)C1,-30.63
CN(OCc1ccccc1)C(=O)[C@H]1CCC[C@@H](C(=O)O)C1,-69.87
CN(C)C(=O)[C@@H]1CC[C@@H](C(=O)NC2(c3ccccc3)CC2)O1,-28.33
COc1ccc2c(c1OC)CCN(C(=O)[C@@H]1C[C@H]3CC[C@@H]1O3)C2,-25.01
COc1cc(S(=O)(=O)NCc2c[nH]nc2C)ccc1[N+](=O)[O-],-35.81
C[C@H](Cn1cccn1)NC(=O)NCCC1CCN(C)CC1,-27.17
Cc1csc2c1ncnc2N1CCSC[C@H]1C,-16.88
C[C@H](O)c1cn(C2CN(C[C@H]3CCCC[C@@H]3C)C2)nn1,-13.61
Cc1nc(CCNC(=O)N[C@H]2[C@@H](C)[C@H](C)O[C@H]2C)cs1,-30.07
Cc1noc(C)c1[C@H](C)CC(=O)Nc1nn(C)cc1C#N,-34.87
O=S(=O)(CCc1ccc2c(c1)CCO2)N1CC[C@H](O)[C@H](CO)C1,-31.58
CC(C)c1nnc(NC(=O)C2(O)CCOCC2)s1,-27.96
Cc1csc(C[S@](=O)CC(=O)N2c3ccccc3CC[C@@H]2C)n1,-31.13
Cc1ncoc1C(=O)N[C@H](C1CCCCC1)C(F)(F)F,-24.07
Cc1nc(C(=O)NC[C@H](C)Cn2ccnc2C)c(C)o1,-35.3
C[C@@H](NC(=O)N1C[C@H](C)C[C@@H](O)C1)c1ccc2ccccc2c1,-26.57
Cc1c(NC(=O)[C@H]2Cc3cc(Cl)ccc3O2)cnn1[C@@H]1CCOC1,-30.52
COc1cccc(C(=O)NCC(=O)NC[C@H]2CCC[C@@H]2C2CC2)c1,-33.25
NC(=O)[C@@H]1CC[C@H](CNC(=O)N(CCO)[C@H]2CCc3ccccc32)O1,-24.1
C[C@@H]1C[C@H](C)N(Cc2cnc(C(F)(F)F)s2)C1,-28.33
C[C@H](CCO)C1(CNC(=O)NCCOCC2CC2)CCC1,-27.68
Cc1ccc(CNC(=O)[C@H]2CCC(=O)N2)c(OCCCC(C)C)c1,-35.33
CCOc1cccc([C@H]2C[C@H]2NC(=O)NCCS(=O)(=O)NC)c1,-33.02
CC(=O)NCC[C@H]1CCCN(C(=O)Nc2ccc(C)cn2)C1,-25.44
CC[C@@H]1CCCN(C(C)(C)CNC(=O)N[C@@H]2CNCC[C@@H]2C)C1,-9.0
O=S(=O)(c1ccoc1)N1CCNC[C@H]1c1ccccc1,-34.0
CC[C@H](C)n1nc(-c2nc(-c3ccccn3)no2)cc1C,-42.78
C[C@@H](NC(=O)CN1CCC[C@H]1CO)c1ccc(Cl)c(Cl)c1,-24.23
CCN(CCOCCO)C(=O)N[C@H]1CCCC[C@@H]1C,-32.15
Cc1noc(CCCC(=O)N2CC(NC(=O)C3CCC3)C2)n1,-37.86
CC(C)c1nn(C)cc1C(=O)NCCN1[C@H](C)CCC[C@H]1C,-24.31
Cc1nc([C@H](C)NC(=O)NC[C@H]2CC[C@H](C)C2)n[nH]1,-38.43
COc1ccc([N+](=O)[O-])cc1CNC(=O)C1(CN(C)C)CCCCC1,-33.4
CC(C)[C@H](O)CC(=O)N[C@@H](C)C(=O)N1CCCC1,-25.89
CC[C@@H]1CC[C@H](C)N(C(=O)NCc2cc(C)nc(C)c2)C1,-28.32
C[C@@H]1C[C@H](CNC(=O)N2CCC[C@@H]2[C@H](O)C(F)(F)F)CCO1,-33.89
CCn1ccnc1CNC(=O)C(=O)Nc1ccc(F)c(F)c1C,-36.66
CC1(CNC(=O)N2CCCC[C@H]2CCNS(C)(=O)=O)CC1,-30.92
CO[C@H](c1noc(C(C)(C)F)n1)c1ccc(F)cc1,-29.63
C[C@@H]1C[C@H](NC(=O)N[C@H]2CCCCNC2)c2nccn21,-13.05
COC[C@@](C)(NS(=O)(=O)C[C@H](C)OC)C(=O)OC,-21.0
COC(=O)[C@@H]1CCC[C@@H](C(=O)NC[C@@H](C)Oc2cccc(OC)c2)C1,-29.45
Cc1cc(C(=O)N[C@H]2CC23CCNCC3)c2cnn(C(C)C)c2n1,-18.75
Cc1cc(C)n([C@@H](C)C(=O)NCCCc2ccccc2F)n1,-28.02
CC[C@H]1[C@@H](C)CCN1C(=O)c1cc(CC(C)C)c[nH]1,-27.84
C[C@H]1C[C@H](N2CCCC2)CN1C(=O)NCC1(C)CC1,-23.54
O=C(N[C@@H]1CCO[C@H]1C1CC1)c1ccc(Cl)cc1Cl,-29.57
O=C(Nc1ccc(Br)cc1F)N1CC2(C1)CCCOC2,-31.94
COc1cc(NS(=O)(=O)N2C[C@@H](C)OC[C@H]2C)c(C)cc1C,-35.72
C[C@H](CCC1CC1)NC(=O)CCC(=O)c1ccc(Cl)cn1,-30.08
O=C(Nc1cnc(CC2CC2)nc1)c1ccc(Cl)cc1,-39.2
Cc1cc(Br)c(F)cc1NC(=O)N[C@@H]1C[C@H](O)C1(C)C,-32.44
CCc1nc(CNC(=O)[C@H]2CCCN2C(=O)OC(C)(C)C)n[nH]1,-49.7
O=C(NC[C@H]1CCNC1)c1ccccc1OC(F)(F)F,-17.68
C[C@H](NC(=O)Nc1ccc([S@](C)=O)c(F)c1)[C@@H]1CCOC1,-42.93
COC(=O)c1ccc(=O)n(Cc2ncc(-c3ccccc3F)o2)c1,-38.88
NC1(CNC(=O)N[C@@H]2CCCN(c3ccccc3)C2=O)CCCCC1,-22.65
CCC(=O)Nc1cccc(CNC(=O)N2C[C@@H](O)C[C@H]2CO)c1,-36.33
O=C1NC(=O)N2CCN(C[C@@H]3CN(c4ccccc4)CCO3)C[C@@H]12,-31.74
CC(C)n1cnnc1C1CCN(S(=O)(=O)CCCF)CC1,-48.99
C[C@@]1(NC(=O)c2n[nH]cc2[N+](=O)[O-])CCO[C@@H]1C1CC1,-34.88
CN(C(=O)NCCc1cccc([N+](=O)[O-])c1)C1CCC1,-34.01
CN(CC(C)(C)O)C(=O)Nc1ccc(Cl)cc1OCC(F)F,-35.99
CC[C@H](NC(=O)C[C@H](C)c1ccc(C(C)C)cc1)C(N)=O,-21.43
CS[C@@H](C)Cc1nc([C@H]2CN3CCCC[C@@H]3CO2)no1,-26.67
CC[C@H](CN1CCOC[C@@H]1C[C@@H](C)O)c1ccccc1,-14.8
CC(C)n1ccc(CNC(=O)Cc2cccc(O)c2)n1,-35.31
CC[C@H](C)C[C@H](C)NC(=O)c1ccc(S(C)(=O)=O)cc1,-32.19
CCNC(=O)c1ccc(C)c(NC(=O)N(C)OC)c1,-29.66
CC(=O)N1CCC[C@@H]1[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H]1c1ccccc1C,-27.45
COC(=O)[C@H]1CN(C(=O)Cc2cccc(Cl)c2F)C[C@@H](C)O1,-34.19
CC(C)[C@H]1CN(C(=O)NC[C@H](C)CNC(=O)OC(C)(C)C)CCO1,-25.06
O=S(=O)(C[C@H]1CCOC1)N1CCS[C@H](c2ccccc2)C1,-27.34
Cc1ccc(-n2cc(C(=O)N3CC[C@H](N4CCCC4=O)C3)nn2)cc1,-33.11
CC(C)[C@H](C(=O)O)N1CC[C@@H](Nc2c(Cl)cccc2C#N)C1=O,-56.81
C[C@@H](C[C@H](C)NC(=O)OC(C)(C)C)NC(=O)NCC1(O)CCCC1,-33.76
CN(C)C1(CNC(=O)c2c(F)ccc(O)c2F)CCCCCC1,-60.51
CCOC(=O)[C@H](CCOC)NC(=O)/C=C/c1ccc(Cl)nc1,-34.2
CC[C@H](C)[C@H](C(=O)N1CCO[C@H](C(=O)C2CC2)C1)c1ccccc1,-22.36
CC(C)Oc1cccc(/C=C\C(=O)N(CC(F)F)C[C@@H](C)O)c1,-31.94
C[C@@H](CCCN)NC(=O)NC1(Cc2cccc(F)c2)CCOCC1,-24.42
C[C@H](CCN)NC(=O)N[C@@H](C)c1noc(Cc2ccccc2)n1,-24.84
O=C(N[C@@H](CO)C1CCCC1)N[C@H]1C[C@H](c2ccccc2)C1,-34.8
C[C@@H]1[C@@H](C)[C@H](C)CN1C(=O)CN1CCCS1(=O)=O,-30.56
CC[C@@H](N[C@H]1CCCN(c2ccnn2C)C1)c1ccc(C)cc1,-22.13
O=C([C@@H]1CC(F)(F)CN1)N1CC[C@@H](OCc2ccccn2)C1,-32.18
C[C@@H]1CC[C@H](NC(=O)c2ccc(CCN(C)C)cc2)[C@H](C)C1,-14.82
O=C(CO[C@H]1CCCc2ccccc21)N1CCC[C@@H]1CCO,-31.46
CCc1cc(-c2nc(-c3ccc(N4CCCC4)cn3)no2)n[nH]1,-29.42
CCNC(=O)c1ccccc1NC(=O)[C@@H]1CCn2c(C)ncc2C1,-32.44
CC(C)c1ccc(C(=O)N2CCOC[C@@H]2C[C@@H](O)c2ccco2)nc1,-36.69
CCCS(=O)(=O)N1CCCC[C@@H]1C(=O)NCCn1cccn1,-26.75
C[C@H](C[C@H](C)O)NS(=O)(=O)Cc1cccc(F)c1F,-27.38
COC(=O)C1CCC(NC(=O)CSCC#N)(C(=O)OC)CC1,-30.43
CC[C@H](CNc1ccccc1)NC(=O)CCc1nc([C@H](C)OC)no1,-31.73
